pais,_id,anio_aprobacion,sector_institucional,descripcion_proyecto,monto_bruto_usd,origen
Costa Rica,302,2005,Sector Público,Incremento LGC - Banco de Costa Rica,50000000.0,prestamos_sector_publico
Costa Rica,303,2012,Sector Público,Incremento LGC - Banco Popular y de Desarrollo Comunal,60000000.0,prestamos_sector_publico
Costa Rica,304,2009,Sector Público,Proyecto Sistema de Interconexión Eléctrica para los Países de América Central (Siepac),4500000.0,prestamos_sector_publico
Costa Rica,305,1996,Sector Público,Red de Acceso para Voz y Datos,2078234.0,prestamos_sector_publico
Guatemala,306,1982,Sector Público,Proyecto Hidroeléctrico Santa María II,30000000.0,prestamos_sector_publico
El Salvador,307,2008,Sector Público,Línea de Crédito - Comisión Ejecutiva Portuaria Autónoma (CEPA),39000000.0,prestamos_sector_publico
Costa Rica,308,2024,Sector Público,Ampliación y Mejoramiento del Corredor Vial San José-San Ramón,770000000.0,prestamos_sector_publico
Costa Rica,309,1984,Sector Público,Financiar Parcialmente Costos Locales de la Construcción de la Carretera Tres Ríos - Cartago Incluyendo Supervisión Imprevistos y Escalonamiento de Costos,1650000.0,prestamos_sector_publico
Costa Rica,310,1999,Sector Público,Construcción de la Planta Térmica San Antonio II,50000000.0,prestamos_sector_publico
El Salvador,311,1996,Sector Público,Programa de Desarrollo Comunal en los Departamentos de Cabañas y San Vicente,10000000.0,prestamos_sector_publico
El Salvador,312,1974,Sector Público,Reconstrucción de Todas las Estructuras de Drenaje Mayor Construcción de un Muro de Retención Gastos de Supervisión y Completar la Construcción de la Carretera Santa Anametapánanguiatú,1220000.0,prestamos_sector_publico
El Salvador,313,1979,Sector Público,Construcción de la Carretera de Interconexión de las Rutas Regionales CA12 y CA4,9200000.0,prestamos_sector_publico
Guatemala,314,1975,Sector Público,Línea de Transmisión Escuintla - Guatemala Sur y de las Instalaciones de Escuintla y Guatemala Sur,8720000.0,prestamos_sector_publico
El Salvador,315,2018,Sector Público,Programa de Renovación Cafetalera de alta Productividad  Sostenible y Resiliente en El Salvador,80000000.0,prestamos_sector_publico
El Salvador,316,1993,Sector Público,Proyectos Aceptables al Banco Incluídos Dentro del Programa de Reconstrucción Nacional de la República de El Salvador,30000000.0,prestamos_sector_publico
El Salvador,317,1981,Sector Público,LC - Organismo Internacional Regional de Sanidad Agropecuaria,250000.0,prestamos_sector_publico
El Salvador,318,1997,Sector Público,Proyecto Suministro de Mobiliario Escolar a Programas Escuela Saludable,23500000.0,prestamos_sector_publico
Costa Rica,319,2015,Sector Público,Programa de Abastecimiento del Área Metropolitana de San José  Acueductos Urbanos II y Alcantarillado Sanitario Juanito Mora de Puntarenas,154562390.29,prestamos_sector_publico
El Salvador,320,2005,Sector Público,Proyecto Plan de Expansión del Sistema de Transmisión Eléctrica de El Salvador.,43528347.75,prestamos_sector_publico
Costa Rica,321,1995,Sector Público,Proyecto Sistema de Transmisión por Fibra Óptica Radio y Multiplex Digital,9534210.0,prestamos_sector_publico
Costa Rica,322,2025,Sector Público,Programa de Obras de Saneamiento de Agua Residual,565000000.0,prestamos_sector_publico
Costa Rica,323,2006,Sector Público,LGC - Instituto Costarricense de Electricidad (ICE) ,25000000.0,prestamos_sector_publico
El Salvador,324,2001,Sector Público,Programa Nacional de Carreteras,135000000.0,prestamos_sector_publico
Costa Rica,325,2004,Sector Público,Proyecto Sistema de Interconexión Eléctrica para los Países de América Central (SIEPAC),40000000.0,prestamos_sector_publico
El Salvador,326,1994,Sector Público,Programa de Infraestructura Social  Agua Potable,1500000.0,prestamos_sector_publico
Guatemala,327,1980,Sector Público,Financiar Monto Total o Parcial de las Cuotas de los Gobiernos Centroamericanos Vencidas o No Pagadas al Sieca con el Objeto de Atender la Situación Temporal de Iliquidez.,350000.0,prestamos_sector_publico
Costa Rica,328,2009,Sector Público,Proyecto Red de Transporte Sobre Fibra Óptica Frontera Frontera,48000000.0,prestamos_sector_publico
Guatemala,329,1967,Sector Público,Financiamiento Parcial de la Construcción del Tramo Santa Elena - cobán de la Carretera el Rancho Cobán,4000000.0,prestamos_sector_publico
El Salvador,330,1981,Sector Público,I Etapa del Proyecto de Desarrollo Comunal en el Departamento de Cabañas,4000000.0,prestamos_sector_publico
Costa Rica,331,1996,Sector Público,Proyecto Desarrollo Urbano Integrado Orowe Fase II,1500000.0,prestamos_sector_publico
El Salvador,332,1972,Sector Público,Reconstrucción del Tramo Comalapa - el Playón - Río Lempa de la Carretera CA2,4800000.0,prestamos_sector_publico
Costa Rica,333,1993,Sector Público,Pavimentación y Construcción del Proyecto de Carretera Barúpalmar Norte Fase C en la República de Costa Rica,19000000.0,prestamos_sector_publico
Costa Rica,334,2009,Sector Público,Proyecto Sistema Móvil Avanzado (SMA-3G),245088573.07,prestamos_sector_publico
El Salvador,335,1970,Sector Público,Financiar Viviendas Conforme al Programa de Vivienda Media del Banco Centroamericano.,400000.0,prestamos_sector_publico
Costa Rica,336,2021,Sector Público,Proyecto Adquisición y Aplicación de Vacunas COVID-19,80000000.0,prestamos_sector_publico
Costa Rica,337,2019,Sector Público,Proyecto Construcción  Equipamiento y Puesta en Operación de un Sistema de Tren Rápido de Pasajeros (TRP) en la Gran Área Metropolitana (GAM),550000000.0,prestamos_sector_publico
Costa Rica,338,2002,Sector Público,Programa Integral de Desarrollo en Infraestructura Hospitalaria,60000000.0,prestamos_sector_publico
El Salvador,339,1990,Sector Público,LC - Banco Central de Reserva de El Salvador,2000000.0,prestamos_sector_publico
Guatemala,340,1980,Sector Público,Proyecto de Desarrollo Integral de Comunidades Rurales en los Departamentos de Huehuetenango San Marcos el Quiché y el Progreso,4600000.0,prestamos_sector_publico
El Salvador,341,2004,Sector Público,Facilidad financiera al Banco Central de Reserva de la República de El Salvador,100000000.0,prestamos_sector_publico
El Salvador,342,2014,Sector Público,Incremento LGC - Banco Hipotecario de El Salvador,5000000.0,prestamos_sector_publico
Guatemala,343,1996,Sector Público,Proyecto Ampliación del Servicio Telefónico,60000000.0,prestamos_sector_publico
El Salvador,344,1975,Sector Público,Construcción de un Nuevo Aeropuerto Internacional en el Sur de El Salvador,13000000.0,prestamos_sector_publico
Honduras,345,1962,Sector Público,Estudios de Factibilidad de un Proyecto de Explotación de Mineral de Hierro en la Región de Agalteca,120000.0,prestamos_sector_publico
El Salvador,346,2002,Sector Público,LGC - Fondo Nacional de Vivienda Popular (FONAVIPO),7500000.0,prestamos_sector_publico
Costa Rica,347,2023,Sector Público,Programa para la Gestión de Activos de Impacto Nacional,400000000.0,prestamos_sector_publico
Costa Rica,348,2025,Sector Público,Torre de Cuidados Críticos y Obras Complementarias del Hospital Nacional de Niños,250000000.0,prestamos_sector_publico
Costa Rica,349,2006,Sector Público,Programa de Fortalecimiento y Modernización de los Servicios Eléctricos de Cartago,13777000.0,prestamos_sector_publico
El Salvador,350,1975,Sector Público,Proyecto de Construcción de la Interconexión de la Carretera CA-1 a la Ciudad de Santa Ana El Salvador,920000.0,prestamos_sector_publico
Costa Rica,351,2007,Sector Público,Préstamo - Proyecto Hidroeléctrico Pirrís,35000000.0,prestamos_sector_publico
Costa Rica,352,2022,Sector Público,Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura - PROERI,700000000.0,prestamos_sector_publico
El Salvador,353,2016,Sector Público,LGC - Fondo Social para la Vivienda (FSV),40000000.0,prestamos_sector_publico
El Salvador,354,2005,Sector Público,Incremento LGC - Fondo Nacional de Vivienda Popular (FONAVIPO),10000000.0,prestamos_sector_publico
Costa Rica,355,1978,Sector Público,Completar el Construcción y Supervisión a Nivel de Pavimento de la Carretera Terrón Coloradolos Chiles,5820000.0,prestamos_sector_publico
Costa Rica,356,2014,Sector Público,Incremento LGC - Banco Popular y de Desarrollo Comunal,50000000.0,prestamos_sector_publico
El Salvador,357,2008,Sector Público,Línea de Crédito - Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),40000000.0,prestamos_sector_publico
Costa Rica,358,1992,Sector Público,Proyecto Rehabilitación de Acueductos y Alcantarillados de la Provincia de Limón,5300000.0,prestamos_sector_publico
Costa Rica,359,1995,Sector Público,Proyecto Adquisición de Centrales Telefónicas Digitales (55 000 líneas) para el Area Metropolitana,9080700.0,prestamos_sector_publico
Honduras,360,1969,Sector Público,Fondos Destinados Exclusivamente a Completar la Financiación de los Estudios Finales de Ingeniería de la Carretera Marcala -Tutele - La Paz,62000.0,prestamos_sector_publico
El Salvador,361,1996,Sector Público,Proyecto de Rehabilitación del Sistema de Agua Potable Zona Norte y Otras Plantas Complementarias,14700000.0,prestamos_sector_publico
Costa Rica,362,2023,Sector Público,LC - Instituto Costarricense de Electricidad (ICE),150000000.0,prestamos_sector_publico
El Salvador,363,1993,Sector Público,Segunda Etapa de Edificaciones de la Zona Franca San Marcos Localizado en el Municipio de San Marcos  San Salvador,1819000.0,prestamos_sector_publico
Costa Rica,364,2010,Sector Público,Financiamiento para el desarrollo del proyecto Nuevo Parque de Almacenamiento de Gas Licuado de Petróleo (GLP),93408958.0,prestamos_sector_publico
Costa Rica,365,2008,Sector Público,LGC - Para el financiamiento de operaciones de comercio exterior consistentes en la adquisición de hidrocarburos,25000000.0,prestamos_sector_publico
Guatemala,366,1982,Sector Público,Plan de Desarrollo Metropolitano de la Ciudad de Guatemala,1100000.0,prestamos_sector_publico
Guatemala,367,1995,Sector Público,Programa de Saneamiento Básico Rural II,1000000.0,prestamos_sector_publico
El Salvador,368,1972,Sector Público,Completar la Financiación de la Construcción del Tramo Jocoaitique - Perquín de la Carretera CA7,1250000.0,prestamos_sector_publico
Costa Rica,369,1992,Sector Público,Proyecto Mejoramiento y Ampliación del Sistema Telefónico de la República de Costa Rica,18000000.0,prestamos_sector_publico
Costa Rica,370,2012,Sector Público,Incremento Prestamo - Programa de Abastecimiento del Área Metropolitana de San José  Acueductos Urbanos y Alcantarillado Sanitario de Puerto Viejo de Limón,35000000.0,prestamos_sector_publico
El Salvador,371,1996,Sector Público,LC - Banco Multisectorial De Inversiones,10000000.0,prestamos_sector_publico
El Salvador,372,2006,Sector Público,LGC - Banco Hipotecario de El Salvador,15000000.0,prestamos_sector_publico
El Salvador,373,2022,Sector Público,Programa Temporal de Apoyo ante la Crisis de los Combustibles en El Salvador,220000000.0,prestamos_sector_publico
Honduras,374,1971,Sector Público,Adquisición de Dos Locomotoras Diesel Eléctricas con sus Correspondientes Repuestos y Accesorios y al Financiamiento Adicional del Costo de Estudios de Evaluación General de la Empresa,500000.0,prestamos_sector_publico
El Salvador,375,2021,Sector Público,Programa de Vivienda y Vida Digna (PROVIDA) - Fondo Social para la Vivienda,50000000.0,prestamos_sector_publico
El Salvador,376,2007,Sector Público,Comisión Ejecutiva Hidroeléctrica del Río Lempa (Cel). Cadenas Productivas,1500000.0,prestamos_sector_publico
El Salvador,377,1988,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Guatemala,378,1973,Sector Público,Completar el Pago de un Estudio de Factibilidad para la Instalación de un Mercado de Mayoreo en la Ciudad de Guatemala,59000.0,prestamos_sector_publico
El Salvador,379,1969,Sector Público,Proyecto de la Arteria Regional de Telecomunicaciones en la Parte que Corresponde a la República de El Salvador,2700000.0,prestamos_sector_publico
El Salvador,380,2007,Sector Público,Proyecto Central Térmica Talnique,13000000.0,prestamos_sector_publico
Costa Rica,381,1997,Sector Público,Participación en el Fideicomiso de Inversión (Proyecto Angustura),73301000.0,prestamos_sector_publico
El Salvador,382,1981,Sector Público,Estudio de Preinversión del Proyecto Estudio Sobre el Futuro del Sistema Ferroviario de El Salvador,1950000.0,prestamos_sector_publico
Costa Rica,383,2014,Sector Público,Programa de Desarrollo Eléctrico ICE 2014-2016,180000000.0,prestamos_sector_publico
El Salvador,384,2008,Sector Público,Programa de Vías Suburbanas y Caminos Rurales,32605000.0,prestamos_sector_publico
Guatemala,385,1974,Sector Público,Proyecto Hidroeléctrico de Pueblo Viejo (Chixoy Medio),2400000.0,prestamos_sector_publico
El Salvador,386,2001,Sector Público,Préstamo Multisectorial de Emergencia,75000000.0,prestamos_sector_publico
Guatemala,387,1994,Sector Público,Ruta CA-13 - Tramo Modesto Mendez - San Luis,16133400.0,prestamos_sector_publico
El Salvador,388,2019,Sector Público,Proyecto Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),245824129.0,prestamos_sector_publico
Guatemala,389,1989,Sector Público,Construcción del Proyecto Hidroeléctrico Río Bobos,5000000.0,prestamos_sector_publico
El Salvador,390,1991,Sector Público,LC - Banco Central de Reserva de El Salvador,1000000.0,prestamos_sector_publico
Costa Rica,391,2005,Sector Público,Línea de crédito revolvente al Banco Central de Costa Rica,150000000.0,prestamos_sector_publico
El Salvador,392,1990,Sector Público,Proyectos Red Regional Digital de Telecomunicaciones Centroamericanas y Ruta Nacional del Sur y Alterna Regional,9600000.0,prestamos_sector_publico
Costa Rica,393,1993,Sector Público,Programa de desarrollo de la enseñanza técnica productiva para la región Huetar Norte De Costa Rica,1000000.0,prestamos_sector_publico
El Salvador,394,1995,Sector Público,Proyecto Carretera a San Salvador San Miguel II Etapa,4900000.0,prestamos_sector_publico
El Salvador,395,1987,Sector Público,Fase Inicial del Programa Nacional de Riego y Drenaje ,4000000.0,prestamos_sector_publico
El Salvador,396,1969,Sector Público,Construcción Incluyendo Pavimento de la Carretera Santa Ana - Metapán - Anguiatú (CA12),4000000.0,prestamos_sector_publico
El Salvador,397,1980,Sector Público,Compra de Hipotecas Y/o Títulos Hipotecarios Conforme a las Politicas del Programa de Vivienda Media Baja del Banco Vigentes a la Fecha de cada Desembolso.,5000000.0,prestamos_sector_publico
Costa Rica,398,2010,Sector Público,Programa Nacional de Desarrollo Rural y Empresarial (PRONADEM) - Ministerio de Agricultura y Ganadería (MAG),4285000.0,prestamos_sector_publico
El Salvador,399,2013,Sector Público,Proyecto Planta Fotovoltaica 15 de Septiembre,15000000.0,prestamos_sector_publico
Guatemala,400,1994,Sector Público,Programa de Rehabilitación de Chimaltenango y Sololá,30000000.0,prestamos_sector_publico
El Salvador,401,2007,Sector Público,Incremento LGC - Banco de Fomento Agropecuario (BFA),10000000.0,prestamos_sector_publico
Guatemala,402,1975,Sector Público,Proyectos Dentro de los Sectores de la Industria la Agroindustria el Turismo y la Minería.,200000.0,prestamos_sector_publico
